objectid,filename,title,creator,date,description,subject,location,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement
coll259,lifta_49.jpg,lifta_49.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797756,35.196206,,256,Image;StillImage,image/jpeg,,,
coll260,lifta_5.jpg,lifta_5.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.801497,35.201358,,257,Image;StillImage,image/jpeg,,,
coll261,lifta_50.jpg,lifta_50.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797736,35.196178,,258,Image;StillImage,image/jpeg,,,
coll262,lifta_51.jpg,lifta_51.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797761,35.196169,,259,Image;StillImage,image/jpeg,,,
coll263,lifta_52.jpg,lifta_52.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797689,35.196206,,260,Image;StillImage,image/jpeg,,,
coll266,lifta_55.jpg,lifta_55.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797839,35.196156,,263,Image;StillImage,image/jpeg,,,
coll267,lifta_56.jpg,lifta_56.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.798175,35.196708,,264,Image;StillImage,image/jpeg,,,
coll268,lifta_57.jpg,lifta_57.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797883,35.196511,,265,Image;StillImage,image/jpeg,,,
coll269,lifta_58.jpg,lifta_58.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797806,35.196311,,266,Image;StillImage,image/jpeg,,,
coll270,lifta_59.jpg,lifta_59.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797806,35.196311,,267,Image;StillImage,image/jpeg,,,
coll271,lifta_6.jpg,lifta_6.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.801089,35.201236,,268,Image;StillImage,image/jpeg,,,
coll272,lifta_60.jpg,lifta_60.jpg,Jeff O'Brien,2017,,,"Lifta, Palestine",31.797897,35.196289,,269,Image;StillImage,image/jpeg,,,
